text,label
Not Many HTC one battery cases for sale and this one is pretty good for the price. I would give it 4.5 stars and 5 if the price was $5 cheaper.,Positive
"I never do this, but I almost bought this product based off of the amazing sounding fake reviews provided by the shills for PowerBear. If you look at all the positive reviews for this case, you will see that none of them are veryerified purchases and yet every negative review, other than this one of course, is a veryerified purchase. What that means is that everyone who has actually bought and used this product thinks that it is crap. Furthermore, many of the reviewers have posted twice on this product, once per color. Why Amazon allows this is beyond me, but that is not the point. Also, if you look at the profiles of the positive reviewers, you will see that they have posted multiple positive reviews for PowerBear products and many of the reviews are carbon copies of each other. Beware the paid shills!",Positive
"This is absolutely amazing, more than doubles my battery life, so I can forget about carrying my charger all the time.For such a good price, this is just the right deal. A++++++++",Positive
"My brother just got the HTC One, and I promised him an awesome case like the one I have for my S4.Super sleek look, fits well, does not get overheated and saves the day every now and then! Especially when GPS is needed!",Positive
The raised edges protect the screens from falls. The battery case looks stylish and charges me up. This case is fannnnntastic,Positive
fits well on the phone and it is easy to use. the price is unbeatable and the product works like advertised,Positive
The S5 is a fantastic phone. However because of its large screen the phone dies quickly. With the extended battery I am able to enjoy all of the phones features without losing power. Great buy.,Positive
"Totally worth the money, It protects my phone in even of the most dangerous situations where I dropped my phone and it also keeps my battery going for Days. BRAVO!",Positive
"This is a really great case, looks and feels amazing, not to mention that the battery lasts for many hours.",Positive
"I think this case is an excellent choice, since it is not so bulky, the color is nice, the texture on the back is good for gripping, and it extends battery life. It is a life saver, and there is not too much on the market at the time for this phone so I am happy with it. Bought both blue and black for me and my brother right after we got home from the phone store. Would recommend.",Positive
compre este Case hace veryarios meses y protege el celular de manera excelente..ni siquiera tube que comprar protector de pantalla y gracias a dios mi cel este nuevo..,Positive
i was raving to a friend about how amazon has great phone cases and how cheap they are and bought him this. it did not even fit his phone right. poorly made.,Positive
"nice case, protective and good looking, it also has a nice changing texture in some areas. good buy for the price",Positive
"Bought this for my new AT&T; Galaxy SII, the case arrived super fast, its fits the phone perfectly and snug. I have no issues with any buttons, and the rubber is in a smooth, sort of laminated finish. It does not stick to your pockets. Overall, I am extremely happy with the purchase, especially for so cheap.And just FYI: This is for the AT&T; (i777), or International (i9100) Galaxy SII.This WILL NOT FIT Sprint, T-Mobile or the AT&T; Galaxy SII Skyrocket phones. You have been warned.",Positive
"I liked the case, and for the amount of money paid, its a good buy, i personally like stronger cases, this is veryery flexible and indeed looks like a hard case, a little bit of more firmness wouldnt hurt.Protects VERY well the phone as well as the camera lens there is not one single part of the phone touching the surface of the table when i leave it there. Very Good purchase.",Positive
"Like most of the other reviews say, this rubbery case has a smooth exterior, so it does not feel like an uncomfortable sticky rubber.  While still appearing to have a hard shell, the rubber itself is fairly soft, and does a great job of protecting from falls without feeling too bulky.",Positive
"the case did not fit my phone; was a tad too small.  i could only get 3 corners into the case.  i wound up buying a two piece case that cost about $20 from a local store.  have dropped the phone so many times the case is beat to s***, and no damage to the phone.  good reason to buy a case, just not this one.my co-worker delayed in getting a case because he could not find one he liked, and broke the display screen, making his phone unusable.  buy a case, not this rubber thing.  i threw mine away within 5 minutes of it is arrival",Positive
This skin fits perfect in my SGSII and the phone looks great inside of it.It is a high quality skin and gives a veryery good feeling in your hands.I recommend this product for your SGSII.,Positive
Do not expect more but it works well for the reason you buy.I was looking for a cheap skin case and was not willing to pay a hefty amount for the case at least for the initial period after buying my unlocked galaxy s II.Di not Expect much before buying.But it really does work well.4 $ with 2 day shipping free is really a good deal if you are looking for a perfect tpu case protecting your phone.,Positive
Great case fit my samsung galaxy s2 great will order again fast shipping it make my phone look super sexy trust me you need to order 1.,Positive
Be careful when ordering these cases. Not all Galaxy II is are the same. Mine was a Sprint and this one did not fit my pnone. It went into the trash can as it wasnt worth sending back. Otherwise I am sure it is a great case.,Positive
"arrive on time, good quality, functionally, recomend to protect the samsung galaxy S 2 I9100, fit exactly , recomend to the owners of this smartphone .",Positive
"I was expecting a bit higher quality product but it is what it is. I have used it for a few months and it definitely helped when I dropped my phone. But at this point, I am not using it anymore due to the quality of the product, although 'good', it could be better and more solid.",Positive
"there is a different between the size/design of Galaxy II that is carried by USA and what is carried by Asia.  I am in USA, I ordered the cover for Galaxy II that i bought from USA, the cover did not fit, and the speaker location is different from the phone.  I copmared the cover to another Galaxy II that is sold in Asia and i found that the design is different.So if you bought Galaxy II from USA, do not buy cover from outside USA",Positive
"It is good, and look so cute. I like it. It is cheap than when i saw in a store.",Positive
"I made a good choice whenI thought of buying this, its veryery safe, & not to bulky! Overall veryery satisfied customer.",Positive
Very satisfied with my purchase. The quality is good and the shipping is quick. The case provides enough friction to enable a good grip on the phone. TPU (the plastic material where the case is made of) veryirtually resists oil and dust. I used to have an Otter box for my other phone. The protection is excellent BUT the silicone attracts dust like crazy. The S-Style pattern at the back is more of a personal taste - some people like it but some other may not. To me it adds some flavor to an otherwise plain black case. The protection on all 4 sides on the front panel looks sufficient (anyone dare to slam your phone on the floor to test it out?). I wish the top margin (above the earphone) can wrap down by a few mm. Overall I feel my phone secured in the case.,Positive
"totally awesome, It was made with good quality and I would purchase this again in another color it still looks new!",Positive
this case is better than i thought i love the feel and design and it is well made and doen not collect dust.,Positive
"This product arrived quickly. It fits my HTC and is easy to get on and off, I have no complaints.",Positive
this is a good product is just a usb cable it work perfect just like a oem cable. . .,Positive
"Well, went on the internet first....$14.00, then to a veryery well known store, here in Gloucester, MA, $28.  I was not happy.  Then, of course, I knew Amazon would come up with something...they did, $4.00 and change...it arrived promptly.  I cannot say enough about Amazon, they are realistic in their prices, knowing that people do not have that kind of money to pay for a wire,,for 14 or 28 dollars. I have never been so happy to get what I need without spending my last dollar for it.  Thank you again and again.",Positive
"There is a difference in USB cables.  On some computers, including mine, the USB ports are underpowered, and some poor cables do not transmit data well.  I have purchased some cheaper cables that would not transmit data between my computer and my Blackberry Storm 9530.  This cable works great, even with my underpowered USB ports.",Positive
"I bought this micro usb cable because it was cheap, and that it is. I use this with my Nexus s 4g from sprint and although it does indeed charge my device it causes some major issues, such as screen lag, my computer not being able to recognize what kind of device this is, and causing my phone to constantly jump into car mode. So if you need a real quick cable for basic charging, this will do it, anything else...spend the extra buck on a higher end cable.",Positive
"I purchased 3 of these cables because they were cheap and got good reviews.  I do not know how people are getting these cables to work... but out of the 3 I bought, 0 have functioned properly with my Palm Pre!  The best I can do is get it to charge, though the entire time it is charging the computer is complaining about ""Unknown Device"" and ""Could not install drivers"" even though it works beautifully with the original cable.  The only setting that works is ""Just Charge""!  Each of the 3 cables fails slightly differently which makes me believe that each has a different flaw!  I have tried this with my Wife is Palm Pixi as well as used different computers and that failed as well.  Look elsewhere when attempting to purchase a cable for your Palm device!",Positive
this phone cord is so easy to use and easily connected from phone to computer. great veryalue for the price.,Positive
"This cable is better than original.  Never any issues with phone recognizing USB connection, as the original does, when plugged to PC.",Positive
"A good inexpensive cable that works like the original.  I purchased this cable because I wanted one that would work with the touch stone I just purchased.  After reading several reviews and looking at competing cables I deciding on this one.  While several inches shorter (40"") than the original it works well and with the touch stone.  I used this cable mainly for use in the car.",Positive
"The cable worked great with the pre if you need an extra one, but I suggest purchasing the whole unit--plug and all, not just the cable, because with shipping and handling it gets to be the same price.",Positive
not much to say about a wall charger except it charges my bluetooth perfectly.  I am glad I bought it.  Thank you!,Positive
"The Motorola T505 does not come with an AC charger, only a DC charger. This makes a great addition to the package. You can charge in your home at night.",Positive
"I was initially leary about purchasing this item due to the extremely low price and to have free shipping also, but I needed a wall charger since Motorola only includes a car charger with their wireless car phone speakers.  So I took a chance (due to the low price and free shipping) and was pleasantly surprised.  The charger appears to as well made as the other after market chargers I purchased previously for my e-book reader, PDA, camera, etc., and at less than 25% of the cost.  I charged my Motorola speaker without any problems.",Positive
we bought this charging cord because the t505 only came with a car charger.  we now have 2 t505 with the 2nd one intended for use with connecting our bluetooth enabled phones with the home stereo.  this cord offers a convenient way to charge both as we are not in the car for long enough periods for the device to charge completely while travelling.  by bringing in the devices we are able to charge overnight to a full charge.  great price and no complaints with receipt of material in either packaging or transit time.,Positive
"It is true! This cable outperforms the original! When I charge my phone, it is chargier. The data is more datery and the phone is more phoney in general. If I wear the cable around my neck like a bolo tie, people like me better and I can run faster and jump higher.  If I circle my dinner plate with it, the food tastes better. Basically this cable makes everything better than the original. I am thinking about getting a 2nd one!",Positive
"This is clearly not a HTC cable as it has the Blackberry logo on it and the bulk packaging label says Blackberry...but it is a OEM micro usb cable none the less and works perfectly on any micro usb device I plugged it into.While I have not tested it is speed against other cables I doubt it outperforms any other OEM cable but it works and that is all I asked for of it.The cable is a bit thick and as a result is stiff but not unmanageably so.It should also be noted that the cable shown in the picture is not of the actual product, that is a mini usb cable and appears to be quite a bit longer than the product, this cable is 1m long.",Positive
"I will never understand how one review can say this item works exactly as it should and how the next complains about it not working...for the EXACT same phone! I just do not get it. I decided to try it out despite the people that said it did not work, and I am glad I did. It is exactly what I expected and wanted. I actually bought 2 of these so I could leave one in my car and one at work. For only $4 and some change for the both...this was a GREAT buy for me and now I never have to worry about my Incredible running out of battery!",Positive
I was really impressed by the price and was veryery excited when it arrived. But it does not work like it says it does. At first it charged my phone just fine but then it stopped charging; I waited a day to charge again but it still did not charge.,Positive
well bought this so i could have a spare cord since i have the original cord in my car with a usb charger there got tired of keeping track where i had it last.  so this cord works on when plugged into the wall.  when hooked to a pc phone wont stay connected to the pc to transfer files or anything.  so if you just need a cord to plug into the wall this will work but do not even think of this cord if you want to use it with a pc.,Positive
I use this cord to charge my phone in my pc at work and it works great. Does not charge super fast but charges it none the less.,Positive
this product is great veryalue for the price. and it works like it suppose to. you can not beat it. you always need extra cords.,Positive
"cable works fine with my veryerizon Galaxy S4, it charges and transmit the data fine.However, connector tip(phone side) is too thick, it will not fit if you use aftermarket cases.",Positive
"The cable is good, but it does not fit the Samsung Galaxy S4. It does plug in, but not far enough in to hold securely.",Positive
It works and is a good veryalue for the price compared to the retail stores. The only negative is that it is just a tad too short.,Positive
works great. it is always good to have backup cables and this one works great and replaced my old one.,Positive
I have purchased many chargers for my Samsung phone on amazon and honestly the quality is just so so on them.  Maybe I am just really hard on chargers but I feel like they should last more than a few months.  Spend the money and get a good quality one.,Positive
it works great and came at the right time you can never have enough chargers for every where lol thanks,Positive
"It was what I expected to be and works fine, thought it might have been a larger gauge of wire?",Positive
"Works fine IF you do not move the phone.  If you handle the phone, the plug works its way out within two or three minutes.  This despite a relatively stiff fit.  Note that the cord that came with the phone plugs in smoothly and securely.  That is my general-use cord now; this one is relegated to overnight charging where the phone is not being used.",Positive
Disappointed at how cheap they are and doubt they were designed for newer devices.  They are also veryery short.  Took a long time to ship.  Specifically purchased due to the ad saying they were for Samsung Galaxy devices.  It did not work in my S4.  They require a good charger a d one that is newer and better.,Positive
It Works perfect. It charges my phone pretty quickly and it is great that it retracts. No problems with this charger.,Positive
"This is an excellent divice, I have order several within 6 months for family and friends who wanted to take mine. Love it!",Positive
"This charger does not work veryery well. When plugged in, it shows that it is charging, but after ten minutes I am lucky to get 1% more on my battery. I only use it now if my battery is low and I want to keep it from getting lower...that is really all it is good for.",Positive
I really like this charger and not having the cord hanging around all the time when it is not necessary.  Item was received quickly and was as seller stated. The cord retracts in a snap when I am done with it. It also pulls out to whatever length so that I can just pull it out a short way to plug my phone in and the cord is not everywhere. I recommend it!,Positive
"It works, that is about all that can be said for it. It charges my Galaxy fine, but cord does not retract. Mine came with a busted spring. Cheap enough I do not care, not worth the shipping to return. It charges, I suppose that is all that matters",Positive
"love it for moving from car to car.  great for a mobile person. can pack in brief case or backpack when travel, without worry about cord hanging or wrapping.",Positive
"The charger works fine.  It was a great veryalue considering how much they cost in stores.  However, it does not retract at all.",Positive
"The plug fits and it charges my Captivate, it felt rather snug. The ""retractable""-ness of this charger is anything but. Plain ol' does not work. I literally took it out of the package, and the first time I pulled the cord out - did not yank, tug, or otherwise forcefully pull it - about 10 inches and hit the retract button to test it out and it retracted about 2 inches of it. I pulled it out further, retracted about 4 or so inches of it. Bottom line was that after messing with it and *feeding* it back into the charger veryersus it retracting itself automatically when depressing the retract button, it took a few minutes to get the plug retracted so that only a few inches of cable was still hanging out of the charger and that was the best I could get. The cable would only automatically retract 2-4 inches at any given length. The main reason I wanted this was for the ""retractability"" since I hate having cables dangling around.Working on getting a refund for this item now.",Positive
"took longer than expected to be delivered but over all satisfied with the charger. the retractable cord is just long enough to reach the cup holder in my truck where i usually put my phone. down side, ive already got 2 welps on my arm from retracting the cord! be careful! haha.",Positive
was somewhat concerned after reading some of the reviews. Price was great so I bought extras just in case. Quality seems great. Cord not quite as flimsy as expected from other comments. Love not having the cords getting tangled in car,Positive
I love the retractable feature as it hides away so nicely. I does the job just as well as a thick corded device. excellent product.,Positive
"This works just fine to recharge my Captivate. With some products, it is impossible to get a good tight connection to the phone at the USB end; this one does not have that problem.",Positive
"Item shipped and arrived veryery fast. Item is perfect for my car & phone, veryery compact. Item is as advertise.",Positive
Great I gave it to my GF and she loves it.,Positive
"I like how long the cord is with this changer so that I am able to reach the night stand and table from where I plug it in at.  However, I am not a fan of how long it seems to take to charge to full charge, nor how it atomically &#34;stops&#34; charging at certain times on it is own.",Positive
This is a veryery good charger to keep for travel and as a back up in your house. I use it frequently.,Positive
"I was veryery pleased with this item when I got it back so quickly because it was a gift. However, I cannot give a 5 star rating for a product that never worked.",Positive
"The Phone charger works, it charges the phone. However, while the phone is charging it continually beeps as when the battery is too low.It will not stop beeping while it is charging until the battery reaches a certain percentage.I do not think this is the correct charger to be using on the phone I have.Now I am worried based on other reviewers that the battery may blow on the phone and I will have to replace that too.I would not recommend buying this charger.The charger from my old blackberry works better.",Positive
"I had to replace the cord from the first one I purchased a month ago, but this one is great.",Positive
It works great. It has a longer cord than the one I got with the phone. I would recommend this item.,Positive
"When i went to take the charger out of my wallit snapped in half. Lesson learned,cheap things break too quickly.",Positive
"This power cord is a great replacement for the standard dual use cord that comes with your phone. By dual use, I mean, the standard cord that comes with your phone is a usb data cable with a dc power plug on the end. Sometimes I am using the phone and just one twist or tug of the line and the cable will disconnect from the dc power supply, which I imagine will cause the data cable to short out over time and also may ruin the battery. Phone companies just got cheap and decided to stop sending phones with a power cable AND a data cable separately, but in the end, you will go out and get yourself a standard power cable...like this one, which is just fine...quality-wise and price-wise. Yep. Oh, and this does have a big red light that comes on once you plug it into the wall, whether your phone is plugged to it or not, so if you are one of those nit picky sleepers that needs a completely dark room to sleep, you stick yourself a small piece of black electrical tape over the light, because it is brighter then you may think.",Positive
we have had it a month and it is working great. wish the cord was a little longer but it is much longer than the one you get with the phone.,Positive
"it works and it works well. i go through chargers pretty quickly so im hoping this one will hold up. so far, so good! the wire is thick and its well put together! as far as im concerned, its well worth the small amount",Positive
"Thanks for the quick delivery time. And, it actually is a quality note pad! Mom loves it, it was a replacement gift for another brand from another company that did not work, this one is awesome!",Positive
I love that this has a longer cord!  It fits great in my phone!  Very pleased you have it so cheap!  Thanks!,Positive
"Paid $0.32 for the charger and $2.81 Shipping & Handling.....Yeah, I know the shipping & handling was much more expensive than the charger was but I needed a charger that connected and this one fit nice and snug so I am able to charge my phone while sitting at my desk in my home office at my computer looking for work.....which is an all day job huh?  LOL!  Wow, I wish I could write reviews for a living would not that be nice?  I think the total price of $$3.13 was a great savings compared to how much the retailers that sell the mobile phones charge anywhere from $10-$20.  Ms_Thrifty has done it again!  Stay tune to more reviews, Oh how I love Amazon!",Positive
Gave this 4 of 5 stars because the cord is waaaaaaay too short. Works well. Charges phone quickly also. Would not buy again however.,Positive
Its a charger and it works as advertised. It also cam in the mail pretty quickly so I am satasfied with that as well.,Positive
"U can never have too many.  Bought this as a spare for purse, home and work.  Now I do not have to worry about forgetting it.",Positive
"Product came really fast, nice long cord, which was great considering factory cord is so short. Worked great til the third day, then I do not know what happened...at the price I did not expect perfection, and at Sellers defense,I have not contacted them..it could easily be my own fault and I have been so busy...even review is late. (Sorry)",Positive
Bought as gift for my relative and he loves it.....Great job...Would highly recommend this product to all customers.Thank you,Positive
"Where you mainly use your blue tooth is when you need to be hands on the wheel...driving.If your BT is down on battery charge, this is handy.  I just wish the length of the cord were longer....I already had a plug-in in the charger nearest me....!",Positive
I have used this car charger for the last 2 months. So far all is well. Nice retractable cord. It retracts at the push of a button.,Positive
works great for powering my Plantronics BT. i like the retractable cord so it doesnt have a long cord getting in the way. nice and compact and easy to store when not in use,Positive
good,Positive
"I was a bit wary about buying this headset in used condition, but was lured by the half-price price tag when compared to a new headset. I envisioned all sorts of shortcomings, but when it arrived I was astounded at the excellent condition of the headset. It is clean. No scratches. No faded labeling. It looked to be brand new. Oh yeah...it works great, too.&#128077;",Positive
"I love that this headset stays firmly on the head with the band and firmly on the ear with just the ear piece.  The sound quality is great, and the ability to mute the mic is the main reason I bought this.  The mute switch is in a convenient place and has a nice clip to attach to your shirt.  The only reason I give this 4 stars instead of 5 is because I have had a lot of people tell me I sound somewhat distorted when talking on it.  Usually I can make it better by adjusting the mic veryolume (another nice feature) or by moving the mic away from my mouth.  Overall good purchase for the money.",Positive
"I have been using one of these for years!  I replace it with a new one when the old one wears out.  The mic is always strong enough to pick up my veryoice, and I never have complaints about people not being able to hear me.  The ear-pad is comfy, and I occasionally forget I have this on.  The best part is the adjustable amplifier - if I have distortion from the sound out of my cell phone, I can increase or decrease both the output from the cell phone itself and the amplifier on the headset, and I usually can maximize the sound and minimize distortion.  I do not have to hold anything with my hand to get the conversation through.",Positive
"Good case Excellent value.	",Positive
"Great for the jawbone.	",Positive
"The mic is great.	",Positive
"If you are Razr owner...you must have this!	",Positive
"And the sound quality is great.	",Positive
"He was very impressed when going from the original battery to the extended battery.	",Positive
"Very good quality though	",Positive
"Highly recommend for any one who has a blue tooth phone.	",Positive
"So Far So Good!.	",Positive
"Works great!.	",Positive
"I bought this to use with my Kindle Fire and absolutely loved it!	",Positive
"I have yet to run this new battery below two bars and that's three days without charging.	",Positive
"Great Pocket PC / phone combination.	",Positive
"I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.	",Positive
"This product is ideal for people like me whose ears are very sensitive.	",Positive
"Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended	",Positive
"It has kept up very well.	",Positive
"It has a great camera thats 2MP and the pics are nice and clear with great picture quality.	",Positive
"Nice headset priced right.	",Positive
"Excellent bluetooth headset.	",Positive
"It has all the features I want	",Positive
"This case seems well made.	",Positive
"good protection and does not make phone too bulky.	",Positive
"A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.	",Positive
"This phone is pretty sturdy and I've never had any large problems with it.	",Positive
"I love this thing!	",Positive
"Everything about it is fine and reasonable for the price i.e.	",Positive
I have been very happy with the 5,Positive
"I really recommend this faceplates since it looks very nice elegant and cool.	",Positive
"These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.	",Positive
"It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.	",Positive
"Great for iPODs too.	",Positive
This device is great in several situations:,Positive
"Great choice!	",Positive
"Nice docking station for home or work.	",Positive
"This is a beautiful phone.	",Positive
"Love this product.	",Positive
"This is a great little item.	",Positive
"I love this phone  It is very handy and has a lot of features .	",Positive
"I wear it everyday and it holds up very well.	",Positive
"Well packaged arrived on time and works as intended.	",Positive
"The headsets are easy to use and everyone loves them.	",Positive
"This phone works great.	",Positive
"Product was excellent and works better than the verizon one and Boy was it cheaper!	",Positive
"The phone loads super!	",Positive
"Made very sturdy.	",Positive
"Worked great!.	",Positive
"Will order from them again!	",Positive
"Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.	",Positive
"Integrated seamlessly with the Motorola RAZR phone.	",Positive
"Definitely a bargain.	",Positive
"The price was very good and with the free shipping and all it was a good purchase.	",Positive
"Pros:-Good camera - very nice pictures  also has cool styles like black and white and more.	",Positive
"Sound quality on both end is excellent I use headset to call my wife and ask my wife to use headset to call me !2.	",Positive
"This phone is slim and light and the display is beautiful.	",Positive
"its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.	",Positive
"Great product fast shipping!.	",Positive
"Absolutely great.	",Positive
"The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.	",Positive
"It is very comfortable on the ear.	",Positive
"It has been a winner for us.	",Positive
")Setup couldn't have been simpler.	",Positive
"I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.	",Positive
"Iam very pleased with my purchase.	",Positive
"Gets the job done.	",Positive
"Great audio!.	",Positive
"I've only had my bluetooth for a few weeks but I really like it.	",Positive
"It is so small and you don't even realize that it is there after a while of getting used to it.	",Positive
"The accompanied software is almost brilliant.	",Positive
"Headset works great & was packaged nicely to avoid any damage.	",Positive
"!I definitly recommend!!	",Positive
"Very good stuff for the price.	",Positive
"My headset works just peachy-keen.	",Positive
"Voice recognition is tremendous!	",Positive
"I got this phone on reccomendation from a relative and I'm glad I did.	",Positive
"I know that sounds funny but to me it seemed like sketchy technology that wouldn't work well.Well this one works great.	",Positive
"This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.	",Positive
"Nice quality build unlike some cheap s*** out there.	",Positive
"This item is fantastic and works perfectly!	",Positive
"And I just love the colors!	",Positive
W8,Positive
"Great charger.	",Positive
"Works like a charm; it work the same as the one I got with the phone.	",Positive
"Great Value.	",Positive
"The look of it is very sharp and the screen is nice and clear with great graphics.	",Positive
"EXCELLENT SERVICE!!!!!!!!.	",Positive
"The iGo chargers and tips are really great.	",Positive
"The file browser offers all the options that one needs.Handsfree is great.	",Positive
"Superb Phone on a Great Network.	",Positive
"The sound quality is good and functionality is awesome.	",Positive
I recently had problems where I could not stay connected for more than ,Positive
"Incredible!.	",Positive
"Great phone!.	",Positive
"Any ring tone..Overall good phone to buy..	",Positive
"Lately they have been extremely nice and helpful on the phone.	",Positive
"Light weight I hardly notice it is there.	",Positive
"You'll love how thin it is.	",Positive
"The color is even prettier than I thought it would be and the graphics are incredibly sharp.	",Positive
"All in all I think it was a good investment.	",Positive
"The best electronics of the available FM Transmitters.	",Positive
"I've had this for nearly 2 years and it has worked great for me.	",Positive
"Good transmit audio.	",Positive
"Great price also!	",Positive
"The range is very decent I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.	",Positive
"fast service.	",Positive
"I would highly recommend this.	",Positive
"I would recommend this.	",Positive
"I'm still infatuated with this phone.	",Positive
"Simple lightweight and great fit.	",Positive
"These are certainly very comfortable and functionality is decent.	",Positive
"I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.	",Positive
I ordered this for sony Ericsson W8,Positive
"Great sound and service.	",Positive
"Really pleased with this product so far.	",Positive
"One of my favorite purchases ever.	",Positive
"best bluetooth on the market.	",Positive
"Authentic leather with nice shine and comfort .I recommend you this case !!	",Positive
"I was very excited to get this headset because I thought it was really cute.	",Positive
"Worth every penny.	",Positive
"Excellent wallet type phone case.	",Positive
"Nice headphones for the price and they work great!	",Positive
"It is very comfortable to wear as well which is probably the most important aspect about using a case.	",Positive
"It's fits like a glove and is strong secure and durable.	",Positive
"O my gosh the best phone I have ever had.	",Positive
"It's very attractive and appears to be of good quality.	",Positive
"I love all the features and form factor.	",Positive
"Great Earpiece.	",Positive
"Excellent hands free tool.	",Positive
"Great for using with your home stereo.	",Positive
"Good product - incredible value.	",Positive
"Only had this a month but it's worked flawlessly so far.	",Positive
"Works great.	",Positive
"Battery life is real good.	",Positive
"It's a great item.	",Positive
"Love this headset!	",Positive
"Worked perfectly!	",Positive
"I gave it 5 stars because of the sound quality.	",Positive
"Reversible plug works great.	",Positive
"Very good phone.	",Positive
"Best of all is the rotating feature very helpful.	",Positive
"Comfort for our whole family.	",Positive
"Good product good seller.	",Positive
"I love this bluetooth!	",Positive
"I am very impressed with this headset from Plantronics.	",Positive
"I got it because it was so small and adorable.	",Positive
"Great phone!.	",Positive
"This item is great installed it let it charged up overnite and it has been working good every since with no problems	",Positive
"Great Phone.	",Positive
"Excellent Phone.	",Positive
"The voice recognition thru the handset is excellent.	",Positive
"This is hands down the best phone I've ever had.	",Positive
"Works great when my cat attacked the phone he scratched the protective strip instead of destroying the screen.	",Positive
"This one works and was priced right.	",Positive
"Now I know that I made a wise decision.	",Positive
"Someone shouldve invented this sooner.	",Positive
"Good price.	",Positive
"Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.	",Positive
"I received it quickly and it works great!!	",Positive
"Has been working great.	",Positive
"This is a good battery and it got here really fast.	",Positive
"Also its slim enough to fit into my alarm clock docking station without removing the case.	",Positive
"Phone now holds charge like it did when it was new.	",Positive
"We have gotten a lot of compliments on it.	",Positive
"This is definitely a must have if your state does not allow cell phone usage while driving.	",Positive
"I love this device.	",Positive
"I am also very happy with the price.	",Positive
"I was able to do voice dialing in the car with no problem.	",Positive
"good item low price.	",Positive
"VERY comfortable.	",Positive
"The battery is working well as a replacement for the original that came with the phone over 2 years ago.	",Positive
"The reception is excellent!	",Positive
"It fits comfortably in either ear the sound is clear and loud and the charge lasts a couple of days.	",Positive
"very clear quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.	",Positive
"Excellent sound quality.	",Positive
"New Battery works great in phone.	",Positive
"I've dropped my phone more times than I can say even on concrete and my phone is still great (knock on wood!).	",Positive
"Good audio quality.	",Positive
"This little device has transformed my organizational capability and made my life a whole lot easier.	",Positive
"Works like a charm.. Works as advertised.	",Positive
"Comfortable Nice Range Good Battery Life.	",Positive
"The microphone also works well but (according to people I have called) it applifies everything.	",Positive
"Nice design and quality.	",Positive
"It is light easy to use and has very clear reception and transmission.	",Positive
It definitely was not as good as my S,Positive
"awesome device.	",Positive
"I had ordered a motorola data cable got a very well finished and working product.	",Positive
"Love This Phone.	",Positive
"I was looking for this headset for a long time and now that I've got it I couldn't be happier.	",Positive
"Display is excellent and camera is as good as any from that year.	",Positive
"Battery life is also great!	",Positive
"Protects the phone on all sides.	",Positive
"Clear Skype Calls Long Battery Life Long Range.	",Positive
"Great Hands Free Device.	",Positive
"you can even take self portraits with the outside (exterior) display very cool.	",Positive
"After trying many many handsfree gadgets this is the one that finally works well.	",Positive
"Magical Help.	",Positive
"The best phone in market :).	",Positive
"It worked very well.	",Positive
"The company shipped my product very promptly and it works well.	",Positive
"Exactly what I wanted.	",Positive
"This is a great deal.	",Positive
"Excellent product I am very satisfied with the purchase.	",Positive
"I highly recommend these and encourage people to give them a try.	",Positive
"Better than you'd expect.	",Positive
"Great product and price.	",Positive
"Sounds good reasonably priced and effective Its that simple !	",Positive
"Very prompt service.	",Positive
"Excellent product for the price.	",Positive
"Very pleased with this headset.	",Positive
"I especially love the long battery life.	",Positive
"Works great.	",Positive
"Plantronics Bluetooth Excelent Buy.	",Positive
"I highly recommend this device to everyone!	",Positive
"Jawbone Era is awesome too!	",Positive
"I have used several phone in two years but this one is the best.	",Positive
"Price is good too.	",Positive
"I'm using it with an iriver SPINN (with case) and it fits fine.	",Positive
"Overall I am psyched to have a phone which has all my appointments and contacts in and gets great reception.	",Positive
"every thing on phone work perfectly she like it.	",Positive
"IT'S REALLY EASY.	",Positive
"My Sanyo has survived dozens of drops on blacktop without ill effect.	",Positive
"Fantastic earphones.	",Positive
"It finds my cell phone right away when I enter the car.	",Positive
"I highly recommend this modest priced cellular phone.	",Positive
"But it does get better reception and clarity than any phone I've had before.	",Positive
"Awsome Device Works Great!!.	",Positive
"Restored my phone to like new performance.	",Positive
I would recommend purchasing the Jabra JX-,Positive
"I searched the Internet and found this one to be the best value.	",Positive
"Very happy with this product.	",Positive
"The screen size is big key pad lit well enough and the camera quality is excellent for a camera phone.	",Positive
"i'm glad i found this product on amazon it is hard to find it wasn't high priced.	",Positive
"Portable and it works.	",Positive
"My colleague & I now get great reception.A little expensive but performance is great.	",Positive
